x,y,true_depth,measured_depth,error
0,0,50.0,49.944889270880694,-0.055110729119306257
0,5,50.0,49.94888363793673,-0.05111636206326864
0,10,50.0,48.208039733989054,-1.7919602660109462
0,15,50.0,48.573651513118485,-1.4263484868815155
0,20,50.0,50.33924785405111,0.33924785405110924
0,25,50.0,48.65973677222008,-1.3402632277799214
0,30,50.0,50.568766981033086,0.568766981033086
0,35,50.0,49.48702967135083,-0.5129703286491676
0,40,50.0,49.94211402209422,-0.05788597790577654
0,45,50.0,50.68494615116093,0.6849461511609292
0,50,50.0,49.155242813365106,-0.8447571866348937
0,55,50.0,50.738446946384435,0.7384469463844354
0,60,50.0,50.56093562221093,0.560935622210927
0,65,50.0,50.9998762713155,0.9998762713155003
0,70,50.0,50.441242204964965,0.4412422049649649
0,75,50.0,50.36685153463035,0.36685153463034936
0,80,50.0,51.019448257367344,1.019448257367344
0,85,50.0,49.35957213702158,-0.6404278629784201
0,90,50.0,48.698418402730816,-1.301581597269184
0,95,50.0,49.333719256516396,-0.666280743483604
0,100,50.0,51.03855212128018,1.0385521212801834
5,0,54.79425538604203,53.27309168577735,-1.5211637002646796
5,5,54.207354924039485,53.86267921259751,-0.3446757114419725
5,10,52.59034723999926,52.3643492119711,-0.22599802802815816
5,15,50.33913221008893,49.30449902259394,-1.0346331874949897
5,20,48.00488578749951,48.69710910108411,0.6922233135845985
5,25,46.159112906170925,46.54160304112944,0.38249013495851614
5,30,45.25372314103212,45.82679315469022,0.5730700136581035
5,35,45.510387483161026,45.28440171478292,-0.22598576837810214
5,40,46.86626555012261,45.64163516278361,-1.2246303873390048
5,45,48.98939110322395,48.4875570473509,-0.5018340558730543
5,50,51.359948960473524,51.64856870852927,0.2886197480557442
5,55,53.39754388232106,53.66296899014055,0.2654251078194889
5,60,54.60330156829104,54.13742223885373,-0.4658793294373069
5,65,54.682010484588574,53.645314491390444,-1.0366959931981299
5,70,53.61439994343462,53.77853610206702,0.16413615863240238
5,75,51.661858239522964,52.04066802032547,0.3788097808025057
5,80,49.30243567924376,50.04870797473604,0.7462722954922825
5,85,47.113801193091874,46.667602389654874,-0.44619880343699947
5,90,45.631808834573505,45.539386909582156,-0.09242192499134916
5,95,45.21930201934437,46.1796760295207,0.9603740101763307
5,100,45.977276802450696,44.63089252531275,-1.3463842771379433
10,0,58.414709848078964,57.88578250245339,-0.5289273456255756
10,5,57.384602626041286,57.374519709200314,-0.010082916840971734
10,10,54.54648713412841,55.741649210130966,1.1951620760025534
10,15,50.595233027498764,50.37550094822372,-0.21973207927504745
10,20,46.49824511625985,46.00268752697109,-0.49555758928876514
10,25,43.25860892853163,43.9713609819671,0.712752053435473
10,30,41.66950038933195,42.21988896263218,0.550388573300232
10,35,42.11998869115473,42.39331644791109,0.273327756756359
10,40,44.49977858638497,44.54831398990874,0.04853540352377195
10,45,48.22621451059614,46.676090100651834,-1.5501244099443028
10,50,52.38693498554501,52.572498965811725,0.18556398026671417
10,55,55.96325052876456,54.94963708733646,-1.0136134414280988
10,60,58.07955436690964,59.22823313659851,1.1486787696888712
10,65,58.21770151172565,57.47271017412902,-0.7449913375966304
10,70,56.34386872411154,55.857465962545504,-0.48640276156603335
10,75,52.91683562267838,52.781495930929275,-0.13533969174910254
10,80,48.77565943261484,48.70450401823263,-0.07115541438220419
10,85,44.93424451381726,44.12683946247716,-0.8074050513401048
