x,y,true_depth,measured_depth,error
0,50,50.0,49.60499669741202,-0.39500330258798044
1,50,50.283189651483,48.87380673388186,-1.4093829176011425
2,50,50.563549765578436,51.340315680706034,0.7767659151275979
3,50,50.838279076701,49.48268488991073,-1.3555941867902703
4,50,51.10463258038739,51.79089632671697,0.6862637463295798
5,50,51.359948960473524,52.45955317910545,1.0996042186319244
6,50,51.60167718008597,51.37248092804148,-0.22919625204448835
7,50,51.827401970759084,50.262540023763115,-1.5648619469959684
8,50,52.03486796499915,52.20589132515567,0.17102336015651787
9,50,52.22200223117087,51.80010163884968,-0.4219005923211867
10,50,52.38693498554501,52.67669626828743,0.2897612827424183
11,50,52.52801827455939,53.46129006950322,0.9332717949438276
12,50,52.64384244062611,53.237396718920124,0.5935542782940146
13,50,52.733250206964215,51.87839775223536,-0.8548524547288565
14,50,52.795348240726724,52.87086321572271,0.0755149749959827
15,50,52.829516078887174,53.666323607293435,0.8368075284062613
16,50,52.83541232770105,52.750536816638544,-0.08487551106250635
17,50,52.81297807379923,52.3929718924821,-0.4200061813171274
18,50,52.76243747283094,52.245451019683685,-0.5169864531472541
19,50,52.68429550977454,52.87815462062909,0.19385911085454666
20,50,52.57933295329461,53.09757140939454,0.5182384560999296
21,50,52.44859855455947,52.98261708686878,0.534018532309311
22,50,52.29339856846624,51.32028931152557,-0.973109256940667
23,50,52.115283701973674,52.29277918827839,0.17749548630471423
24,50,51.91603361995081,52.06930904723188,0.15327542728107346
25,50,51.69763916335391,52.15606472920877,0.45842556585485994
26,50,51.46228245740168,51.05083859945853,-0.41144385794314786
27,50,51.2123151085014,51.644405348524316,0.43209024002291585
28,50,50.950234707775074,49.590700738299105,-1.3595339694759687
29,50,50.678659875954494,49.57681834526667,-1.101841530687821
30,50,50.4003040989885,48.886721112460656,-1.5135829865278438
31,50,50.11794861578836,49.74263236845298,-0.37531624733537683
32,50,49.83441462900789,49.84799351357054,0.013578884562654991
33,50,49.552535116519124,49.61524000520544,0.0627048886863193
34,50,49.27512652523388,49.744477738926946,0.4693512136930664
35,50,49.00496063009718,48.04279740866502,-0.9621632214321636
36,50,48.74473683942826,47.5387305382573,-1.2060063011709659
37,50,48.49705522332495,47.5463474256454,-0.9507077976795486
38,50,48.26439053462268,47.83018480371402,-0.43420573090865844
39,50,48.04906748198225,47.99348766759482,-0.05557981438742843
40,50,47.8532375021693,48.299279850867684,0.4460423486983842
41,50,47.678857263609345,47.556138645330115,-0.12271861827922947
42,50,47.52766911600362,47.03608336010229,-0.49158575590133324
43,50,47.40118368134686,46.84840021958784,-0.5527834617590202
44,50,47.30066476029161,47.73164904688163,0.430984286590018
45,50,47.22711670466994,48.213705566329786,0.9865888616598468
46,50,47.18127438234185,47.31091369999545,0.1296393176536057
47,50,47.163595834638585,46.33705177764919,-0.8265440569893983
48,50,47.17425769976506,47.55636661961153,0.3821089198464733
49,50,47.213153447889255,45.90682761463685,-1.3063258332524015
50,50,47.279894445553154,48.51808801423636,1.238193568683208
51,50,47.37381383876973,47.4303561795219,0.05654234075217346
52,50,47.49397321600759,48.2985459826858,0.8045727666782128
53,50,47.63917198448879,48.702494830484206,1.0633228459954154
54,50,47.807959366114986,47.06409131658013,-0.7438680495348535
55,50,47.99864889316267,47.807139394605166,-0.191509498557501
56,50,48.20933525891114,47.84481585664371,-0.3645194022674261
57,50,48.43791335483751,48.09644145320618,-0.3414719016313299
58,50,48.682099304165156,49.09205859038874,0.40995928622358235
59,50,48.93945328160553,48.27323572681233,-0.6662175547931994
60,50,49.20740389128596,48.882617651803784,-0.32478623948217944
61,50,49.48327385928723,49.36147568697716,-0.12179817231007206
62,50,49.764306784079544,48.66996019191169,-1.0943465921678524
63,50,50.04769467757552,49.43756467224925,-0.610130005326269
64,50,50.33060602161892,49.61233124207498,-0.7182747795439397
65,50,50.61021405957813,51.19096077440472,0.5807467148265957
66,50,50.883725040363984,51.20716570336464,0.3234406630006532
67,50,51.148406132667176,50.67789962488518,-0.4705065077819981
68,50,51.40161273050536,52.311305168678714,0.9096924381733515
69,50,51.640814877251906,51.6792304835486,0.03841560629669516
70,50,51.86362254412624,52.48830646467044,0.6246839205442001
71,50,52.067809510571365,52.603485737405606,0.5356762268342408
72,50,52.25133560791381,53.56667369664493,1.3153380887311243
73,50,52.412367104054596,51.893718719011915,-0.5186483850426811
74,50,52.549295025514205,52.4670863506458,-0.08220867486840433
75,50,52.660751233763776,52.61121638668828,-0.049534847075499044
76,50,52.74562209521301,52.525571456973445,-0.22005063823956306
77,50,52.80305960826887,52.14908882576446,-0.653970782504409
78,50,52.83248987628721,53.36744615423387,0.5349562779466552
79,50,52.83361884175837,53.622143685305716,0.7885248435473429
80,50,52.80643522443254,52.51442697188628,-0.2920082525462604
81,50,52.751210634028325,53.62047936421086,0.869268730182533
82,50,52.66849685639822,52.1638004127502,-0.5046964436480224
83,50,52.559120340266766,52.21167408601376,-0.3474462542530077
84,50,52.42417393962808,52.3030040100811,-0.12116992954698702
85,50,52.26500599431,53.03871946232987,0.7737134680198707
86,50,52.08320685780822,52.35875963672882,0.2755527789205985
87,50,51.880593006999845,51.77336976930144,-0.10722323769840614
88,50,51.659188892506926,51.987588702127795,0.3283998096208691
89,50,51.42120671105501,51.845469584861476,0.42426287380646954
90,50,51.16902430193471,52.23576002721619,1.0667357252814753
91,50,50.90516138841754,49.99319976007106,-0.9119616283464822
92,50,50.63225440151387,50.89860256666158,0.2663481651477113
93,50,50.353030137625794,50.17921309163597,-0.1738170459898214
94,50,50.07027851329881,49.58951343764531,-0.48076507565350113
95,50,49.78682468929793,49.341835447567405,-0.444989241730525
96,50,49.5055008425352,49.209498527302586,-0.296002315232613
97,50,49.22911786789417,49.66908457553534,0.43996670764116885
98,50,48.96043729269738,49.86238603639876,0.9019487437013822
99,50,48.70214368443822,49.11045795275769,0.40831426831947226
100,50,48.45681782746989,48.6635286129314,0.20671078546151023
